Timestamp,pid0,cpu0,ram0,pid1,cpu1,ram1,pid2,cpu2,ram2,cpumysql,rammysql
1660491330,-1,0,0,224306,0.0,2.8,224324,0.0,2.8,0.0,2.8
1660491331,-1,0,0,224306,0.0,2.8,224324,20.0,2.8,20.0,2.8
1660491332,-1,0,0,224306,0.0,2.8,224324,60.0,2.8,26.7,2.8
1660491333,-1,0,0,224306,0.0,2.8,224324,0.0,2.8,6.7,2.8
1660491334,-1,0,0,224306,173.3,2.8,224324,126.7,2.8,6.7,2.8
1660491335,-1,0,0,224306,0.0,2.8,224324,0.0,2.8,0.0,2.8
1660491336,-1,0,0,224306,0.0,2.8,224324,6.7,2.8,86.7,2.8
1660491337,-1,0,0,224306,180.0,2.8,224324,180.0,2.8,193.3,2.8
1660491339,-1,0,0,224306,53.3,2.8,224324,0.0,2.8,0.0,2.8
1660491340,-1,0,0,224306,0.0,2.8,224324,18.8,2.8,6.7,2.8
1660491341,-1,0,0,224306,0.0,2.8,224324,6.7,2.8,0.0,2.8
1660491342,-1,0,0,224306,13.3,2.8,224324,13.3,2.8,6.7,2.8
1660491343,-1,0,0,224306,13.3,2.8,224324,0.0,2.8,0.0,2.8
1660491344,-1,0,0,224306,53.3,2.8,224324,6.7,2.8,0.0,2.8
1660491345,-1,0,0,224306,0.0,2.8,224324,13.3,2.8,26.7,2.8
1660491346,-1,0,0,224306,60.0,2.8,224324,60.0,2.8,140.0,2.8
1660491347,-1,0,0,224306,80.0,2.8,224324,106.7,2.8,93.3,2.8
1660491348,-1,0,0,224306,93.8,2.8,224324,80.0,2.8,81.2,2.8
1660491349,-1,0,0,224306,181.2,2.8,224324,106.7,2.8,146.7,2.8
1660491350,-1,0,0,224306,0.0,2.8,224324,73.3,2.8,100.0,2.8
1660491351,-1,0,0,224306,6.7,2.8,224324,20.0,2.8,93.3,2.8
1660491352,-1,0,0,224306,0.0,2.8,224324,33.3,2.8,93.3,2.8
1660491353,-1,0,0,224306,20.0,2.8,224324,40.0,2.8,60.0,2.8
1660491355,-1,0,0,224306,20.0,2.8,224324,6.7,2.8,0.0,2.8
1660491356,-1,0,0,224306,6.7,2.8,224324,0.0,2.8,26.7,2.8
1660491357,-1,0,0,224306,53.3,2.8,224324,26.7,2.8,0.0,2.8
1660491358,227577,0.0,2.8,224306,0.0,2.8,224324,0.0,2.8,62.5,2.8
1660491359,227577,86.7,2.8,224306,120.0,2.8,224324,126.7,2.8,120.0,2.8
1660491360,227577,13.3,2.8,224306,0.0,2.8,224324,0.0,2.8,26.7,2.8
1660491361,227577,0.0,2.8,224306,46.7,2.8,224324,43.8,2.8,6.7,2.8
1660491363,227577,93.3,2.8,224306,86.7,2.8,224324,73.3,2.8,126.7,2.8
1660491364,227577,20.0,2.8,224306,40.0,2.8,224324,106.7,2.8,100.0,2.8
1660491365,227577,133.3,2.8,224306,86.7,2.8,224324,0.0,2.8,13.3,2.8
1660491366,227577,133.3,2.8,224306,140.0,2.8,224324,120.0,2.8,153.3,2.8
1660491368,227577,126.7,2.8,224306,120.0,2.8,224324,120.0,2.8,6.7,2.8
1660491369,227577,86.7,2.8,224306,113.3,2.8,224324,93.3,2.8,26.7,2.8
1660491370,227577,20.0,2.8,224306,60.0,2.8,224324,6.7,2.8,13.3,2.8
1660491371,227577,133.3,2.8,224306,46.7,2.8,224324,133.3,2.8,60.0,2.8
1660491373,227577,26.7,2.8,224306,12.5,2.8,224324,31.2,2.8,53.3,2.8
1660491374,227577,126.7,2.8,224306,160.0,2.8,224324,73.3,2.8,120.0,2.8
1660491375,227577,0.0,2.8,224306,46.7,2.8,224324,133.3,2.8,66.7,2.8
1660491377,227577,6.7,2.8,224306,12.5,2.8,224324,13.3,2.8,33.3,2.8
1660491378,227577,126.7,2.8,224306,93.3,2.8,224324,66.7,2.8,20.0,2.8
1660491379,227577,160.0,2.8,224306,146.7,2.8,224324,86.7,2.8,53.3,2.8
1660491380,227577,46.7,2.8,224306,26.7,2.8,224324,53.3,2.8,33.3,2.8
1660491382,227577,93.3,2.8,224306,25.0,2.8,224324,86.7,2.8,113.3,2.8
1660491383,227577,80.0,2.8,224306,106.2,2.8,224324,6.7,2.8,93.3,2.8
1660491384,227577,6.7,2.8,224306,0.0,2.8,224324,13.3,2.8,100.0,2.8
1660491385,227577,40.0,2.8,224306,193.3,2.8,224324,200.0,2.8,226.7,2.8
1660491386,227577,0.0,2.8,224306,0.0,2.8,224324,0.0,2.8,0.0,2.8
1660491388,227577,68.8,2.8,224306,40.0,2.8,224324,33.3,2.8,6.7,2.8
1660491389,227577,6.7,2.8,224306,0.0,2.8,224324,0.0,2.8,0.0,2.8
1660491390,227577,0.0,2.8,224306,6.7,2.8,224324,6.7,2.8,0.0,2.8
1660491391,227577,6.7,2.8,224306,20.0,2.8,224324,6.7,2.8,6.7,2.8
1660491392,227577,0.0,2.8,224306,0.0,2.8,224324,13.3,2.8,53.3,2.8
1660491394,227577,173.3,2.8,224306,226.7,2.8,224324,213.3,2.8,226.7,2.8
1660491395,227577,193.3,2.8,224306,146.7,2.8,224324,120.0,2.8,213.3,2.8
1660491396,227577,20.0,2.8,224306,233.3,2.8,-1,0,0,166.7,2.8
1660491397,227577,26.7,2.8,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491398,227577,0.0,2.8,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491399,227577,0.0,2.8,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491400,227577,0.0,2.8,224306,6.7,2.8,-1,0,0,33.3,2.8
1660491401,227577,166.7,2.8,224306,213.3,2.8,-1,0,0,226.7,2.8
1660491402,227577,193.3,2.8,224306,233.3,2.8,-1,0,0,40.0,2.8
1660491403,227577,20.0,2.8,224306,46.7,2.8,-1,0,0,220.0,2.8
1660491404,227577,6.7,2.8,224306,0.0,2.8,-1,0,0,6.7,2.8
1660491405,227577,0.0,2.8,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491406,227577,0.0,2.8,224306,0.0,2.8,-1,0,0,6.7,2.8
1660491408,227577,0.0,2.8,224306,20.0,2.8,-1,0,0,6.7,2.8
1660491409,227577,0.0,2.8,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491410,227577,0.0,2.8,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491411,227577,0.0,2.8,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491412,227577,0.0,2.8,224306,126.7,2.8,-1,0,0,243.8,2.8
1660491413,227577,193.3,2.8,224306,93.3,2.8,-1,0,0,0.0,2.8
1660491414,227577,26.7,2.8,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491415,227577,6.7,2.8,224306,0.0,2.8,-1,0,0,20.0,2.8
1660491416,227577,0.0,2.8,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491417,227577,0.0,2.8,224306,160.0,2.8,-1,0,0,25.0,2.8
1660491418,227577,0.0,2.8,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491419,227577,33.3,2.8,224306,166.7,2.8,-1,0,0,133.3,2.8
1660491420,227577,0.0,2.8,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491421,227577,146.7,2.8,224306,186.7,2.8,-1,0,0,180.0,2.8
1660491422,227577,213.3,2.8,224306,213.3,2.8,-1,0,0,153.3,2.8
1660491423,227577,6.7,2.8,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491424,227577,26.7,2.8,224306,26.7,2.8,-1,0,0,0.0,2.8
1660491425,227577,0.0,2.8,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491426,227577,73.3,2.8,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491427,227577,140.0,2.8,224306,120.0,2.8,-1,0,0,180.0,2.8
1660491428,227577,193.3,2.8,224306,213.3,2.8,-1,0,0,33.3,2.8
1660491429,227577,6.7,2.8,224306,33.3,2.8,-1,0,0,87.5,2.8
1660491430,227577,20.0,2.8,224306,53.3,2.8,-1,0,0,13.3,2.8
1660491431,227577,73.3,2.8,224306,13.3,2.8,-1,0,0,62.5,2.8
1660491433,227577,6.7,2.8,224306,6.7,2.8,-1,0,0,66.7,2.8
1660491434,227577,6.7,2.8,224306,6.2,2.8,230593,86.7,2.8,133.3,2.8
1660491435,227577,146.7,2.8,224306,40.0,2.8,230593,0.0,2.8,0.0,2.8
1660491436,227577,40.0,2.8,224306,40.0,2.8,230593,20.0,2.8,6.7,2.8
1660491437,227577,73.3,2.8,224306,120.0,2.8,230593,180.0,2.8,33.3,2.8
1660491439,227577,0.0,2.8,224306,0.0,2.8,230593,26.7,2.8,0.0,2.8
1660491440,227577,26.7,2.8,224306,86.7,2.8,230593,173.3,2.8,220.0,2.8
1660491441,227577,60.0,2.8,224306,0.0,2.8,230593,6.7,2.8,0.0,2.8
1660491442,227577,0.0,2.8,224306,120.0,2.8,230593,86.7,2.8,113.3,2.8
1660491444,227577,0.0,2.8,224306,31.2,2.8,230593,120.0,2.8,6.7,2.8
1660491445,227577,0.0,2.8,224306,0.0,2.8,230593,26.7,2.8,93.3,2.8
1660491446,227577,12.5,2.8,224306,26.7,2.8,230593,0.0,2.8,86.7,2.8
1660491447,227577,33.3,2.8,224306,125.0,2.8,230593,26.7,2.8,0.0,2.8
1660491448,227577,13.3,2.8,224306,86.7,2.8,230593,146.7,2.8,153.3,2.8
1660491450,227577,6.7,2.8,224306,93.3,2.8,230593,20.0,2.8,26.7,2.8
1660491451,227577,60.0,2.8,224306,20.0,2.8,230593,93.3,2.8,73.3,2.8
1660491452,227577,46.7,2.8,224306,6.7,2.8,230593,26.7,2.8,6.7,2.8
1660491454,227577,40.0,2.8,224306,80.0,2.8,230593,73.3,2.8,6.7,2.8
1660491455,227577,100.0,2.8,224306,86.7,2.8,230593,106.7,2.8,146.7,2.8
1660491456,227577,86.7,2.8,224306,93.3,2.8,230593,120.0,2.8,106.7,2.8
1660491457,227577,140.0,2.8,224306,113.3,2.8,230593,66.7,2.8,6.7,2.8
1660491459,227577,46.7,2.8,224306,193.3,2.8,230593,146.7,2.8,133.3,2.8
1660491460,227577,0.0,2.8,224306,6.7,2.8,230593,20.0,2.8,6.7,2.8
1660491461,227577,100.0,2.8,224306,73.3,2.8,230593,113.3,2.8,93.3,2.8
1660491462,227577,13.3,2.8,224306,6.7,2.8,230593,0.0,2.8,6.7,2.8
1660491464,227577,33.3,2.8,224306,0.0,2.8,230593,120.0,2.8,126.7,2.8
1660491465,227577,193.3,2.8,224306,6.7,2.8,230593,0.0,2.8,0.0,2.8
1660491466,227577,100.0,2.8,224306,100.0,2.8,230593,126.7,2.8,133.3,2.8
1660491467,227577,0.0,2.8,224306,26.7,2.8,230593,73.3,2.8,0.0,2.8
1660491469,227577,206.7,2.8,224306,200.0,2.8,230593,213.3,2.8,193.3,2.8
1660491470,227577,0.0,2.8,224306,6.7,2.8,230593,0.0,2.8,0.0,2.8
1660491471,227577,20.0,2.8,224306,26.7,2.8,230593,6.7,2.8,0.0,2.8
1660491472,227577,0.0,2.8,224306,0.0,2.8,230593,126.7,2.8,133.3,2.8
1660491473,227577,66.7,2.8,224306,173.3,2.8,230593,31.2,2.8,0.0,2.8
1660491475,227577,13.3,2.8,224306,13.3,2.8,230593,13.3,2.8,160.0,2.8
1660491476,227577,133.3,2.8,224306,133.3,2.8,230593,46.7,2.8,60.0,2.8
1660491477,227577,40.0,2.8,224306,66.7,2.8,230593,0.0,2.8,26.7,2.8
1660491478,-1,0,0,224306,66.7,2.8,230593,33.3,2.8,6.7,2.8
1660491479,-1,0,0,224306,53.3,2.8,230593,6.7,2.8,0.0,2.8
1660491480,-1,0,0,224306,20.0,2.8,230593,26.7,2.8,106.2,2.8
1660491481,-1,0,0,224306,186.7,2.8,230593,40.0,2.8,120.0,2.8
1660491482,-1,0,0,224306,6.7,2.8,230593,0.0,2.8,6.7,2.8
1660491484,-1,0,0,224306,200.0,2.8,230593,186.7,2.8,33.3,2.8
1660491485,-1,0,0,224306,0.0,2.8,230593,0.0,2.8,6.7,2.8
1660491486,-1,0,0,224306,106.7,2.8,230593,13.3,2.8,33.3,2.8
1660491487,-1,0,0,224306,80.0,2.8,230593,13.3,2.8,53.3,2.8
1660491488,-1,0,0,224306,20.0,2.8,230593,13.3,2.8,40.0,2.8
1660491489,-1,0,0,224306,0.0,2.8,230593,26.7,2.8,86.7,2.8
1660491490,-1,0,0,224306,0.0,2.8,230593,6.7,2.8,33.3,2.8
1660491491,-1,0,0,224306,26.7,2.8,230593,6.7,2.8,0.0,2.8
1660491492,-1,0,0,224306,0.0,2.8,230593,6.7,2.8,6.7,2.8
1660491493,-1,0,0,224306,173.3,2.8,230593,206.7,2.8,173.3,2.8
1660491494,-1,0,0,224306,0.0,2.8,230593,12.5,2.8,0.0,2.8
1660491495,-1,0,0,224306,26.7,2.8,230593,20.0,2.8,0.0,2.8
1660491496,-1,0,0,224306,13.3,2.8,230593,6.7,2.8,20.0,2.8
1660491497,-1,0,0,224306,0.0,2.8,230593,81.2,2.8,0.0,2.8
1660491498,-1,0,0,224306,6.7,2.8,230593,0.0,2.8,6.7,2.8
1660491499,-1,0,0,224306,0.0,2.8,230593,0.0,2.8,6.7,2.8
1660491500,-1,0,0,224306,56.2,2.8,230593,0.0,2.8,13.3,2.8
1660491501,-1,0,0,224306,113.3,2.8,230593,20.0,2.8,6.7,2.8
1660491502,-1,0,0,224306,6.7,2.8,230593,93.3,2.8,193.3,2.8
1660491503,-1,0,0,224306,0.0,2.8,230593,6.7,2.8,6.7,2.8
1660491504,-1,0,0,224306,6.7,2.8,230593,66.7,2.8,206.7,2.8
1660491505,-1,0,0,224306,160.0,2.8,230593,0.0,2.8,6.7,2.8
1660491506,-1,0,0,224306,26.7,2.8,230593,0.0,2.8,0.0,2.8
1660491507,-1,0,0,224306,0.0,2.8,230593,6.7,2.8,6.7,2.8
1660491508,-1,0,0,224306,0.0,2.8,230593,0.0,2.8,0.0,2.8
1660491509,-1,0,0,224306,0.0,2.8,230593,13.3,2.8,186.7,2.8
1660491510,-1,0,0,224306,146.7,2.8,230593,206.7,2.8,200.0,2.8
1660491511,-1,0,0,224306,0.0,2.8,230593,106.7,2.8,206.7,2.8
1660491512,-1,0,0,224306,66.7,2.8,230593,6.7,2.8,0.0,2.8
1660491514,-1,0,0,224306,0.0,2.8,230593,73.3,2.8,180.0,2.8
1660491515,-1,0,0,224306,0.0,2.8,230593,0.0,2.8,0.0,2.8
1660491516,-1,0,0,224306,0.0,2.8,230593,0.0,2.8,0.0,2.8
1660491517,-1,0,0,224306,173.3,2.8,230593,180.0,2.8,53.3,2.8
1660491518,-1,0,0,224306,187.5,2.8,230593,146.7,2.8,20.0,2.8
1660491519,-1,0,0,224306,0.0,2.8,230593,20.0,2.8,6.7,2.8
1660491520,-1,0,0,224306,6.7,2.8,230593,0.0,2.8,0.0,2.8
1660491521,-1,0,0,224306,20.0,2.8,230593,0.0,2.8,156.2,2.8
1660491522,-1,0,0,224306,140.0,2.8,230593,6.7,2.8,0.0,2.8
1660491523,-1,0,0,224306,6.7,2.8,230593,0.0,2.8,140.0,2.8
1660491524,-1,0,0,224306,66.7,2.8,230593,213.3,2.8,193.3,2.8
1660491525,-1,0,0,224306,120.0,2.8,230593,240.0,2.8,0.0,2.8
1660491526,-1,0,0,224306,0.0,2.8,230593,0.0,2.8,0.0,2.8
1660491527,-1,0,0,224306,0.0,2.8,230593,0.0,2.8,6.7,2.8
1660491528,-1,0,0,224306,0.0,2.8,230593,0.0,2.8,0.0,2.8
1660491529,-1,0,0,224306,13.3,2.8,230593,80.0,2.8,0.0,2.8
1660491530,-1,0,0,224306,0.0,2.8,230593,0.0,2.8,6.7,2.8
1660491531,-1,0,0,224306,160.0,2.8,230593,13.3,2.8,0.0,2.8
1660491532,-1,0,0,224306,13.3,2.8,230593,33.3,2.8,280.0,2.8
1660491533,-1,0,0,224306,6.7,2.8,230593,0.0,2.8,0.0,2.8
1660491534,-1,0,0,224306,0.0,2.8,230593,0.0,2.8,73.3,2.8
1660491535,-1,0,0,224306,0.0,2.8,-1,0,0,6.7,2.8
1660491536,-1,0,0,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491537,-1,0,0,224306,0.0,2.8,-1,0,0,6.7,2.8
1660491538,-1,0,0,224306,6.7,2.8,-1,0,0,0.0,2.8
1660491539,-1,0,0,224306,260.0,2.8,-1,0,0,53.3,2.8
1660491539,-1,0,0,224306,0.0,2.8,-1,0,0,33.3,2.8
1660491540,-1,0,0,224306,293.3,2.8,-1,0,0,60.0,2.8
1660491541,-1,0,0,224306,6.7,2.8,-1,0,0,0.0,2.8
1660491542,-1,0,0,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491543,-1,0,0,224306,13.3,2.8,-1,0,0,0.0,2.8
1660491544,-1,0,0,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491544,-1,0,0,224306,146.7,2.8,-1,0,0,6.7,2.8
1660491545,-1,0,0,224306,26.7,2.8,-1,0,0,33.3,2.8
1660491546,-1,0,0,224306,20.0,2.8,-1,0,0,0.0,2.8
1660491547,-1,0,0,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491548,-1,0,0,224306,0.0,2.8,-1,0,0,6.7,2.8
1660491549,-1,0,0,224306,0.0,2.8,-1,0,0,113.3,2.8
1660491550,-1,0,0,224306,0.0,2.8,-1,0,0,6.7,2.8
1660491550,-1,0,0,224306,153.3,2.8,-1,0,0,66.7,2.8
1660491551,-1,0,0,224306,20.0,2.8,-1,0,0,0.0,2.8
1660491552,-1,0,0,224306,6.7,2.8,-1,0,0,0.0,2.8
1660491553,-1,0,0,224306,0.0,2.8,-1,0,0,286.7,2.8
1660491554,-1,0,0,224306,0.0,2.8,-1,0,0,6.7,2.8
1660491555,-1,0,0,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491555,-1,0,0,224306,26.7,2.8,-1,0,0,0.0,2.8
1660491556,-1,0,0,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491557,-1,0,0,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491558,-1,0,0,224306,6.7,2.8,-1,0,0,0.0,2.8
1660491559,-1,0,0,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491560,-1,0,0,224306,133.3,2.8,-1,0,0,126.7,2.8
1660491561,-1,0,0,224306,0.0,2.8,-1,0,0,133.3,2.8
1660491561,-1,0,0,224306,40.0,2.8,-1,0,0,66.7,2.8
1660491562,-1,0,0,224306,0.0,2.8,-1,0,0,0.0,2.8
1660491563,-1,0,0,224306,0.0,2.8,-1,0,0,6.7,2.8
1660491564,-1,0,0,224306,0.0,2.8,-1,0,0,6.7,2.8
1660491565,-1,0,0,224306,0.0,2.8,-1,0,0,50.0,2.8
1660491566,-1,0,0,224306,13.3,2.8,-1,0,0,0.0,2.8
1660491566,-1,0,0,224306,0.0,2.8,-1,0,0,53.3,2.8
1660491567,-1,0,0,224306,0.0,2.8,-1,0,0,66.7,2.8
1660491568,-1,0,0,224306,160.0,2.8,-1,0,0,13.3,2.8
1660491569,-1,0,0,224306,6.7,2.8,-1,0,0,20.0,2.8
1660491570,-1,0,0,224306,46.7,2.8,-1,0,0,20.0,2.8
1660491571,-1,0,0,224306,6.2,2.8,-1,0,0,12.5,2.8
1660491572,-1,0,0,224306,20.0,2.8,-1,0,0,6.7,2.8
1660491572,-1,0,0,224306,40.0,2.8,-1,0,0,33.3,2.8
1660491573,-1,0,0,224306,6.7,2.8,235776,0.0,2.8,60.0,2.8
1660491574,-1,0,0,224306,60.0,2.8,235776,146.7,2.8,40.0,2.8
1660491575,-1,0,0,224306,0.0,2.8,235776,0.0,2.8,0.0,2.8
1660491576,-1,0,0,224306,86.7,2.8,235776,6.7,2.8,0.0,2.8
1660491578,-1,0,0,224306,33.3,2.8,235776,26.7,2.8,0.0,2.8
1660491579,-1,0,0,224306,6.7,2.8,235776,6.7,2.8,0.0,2.8
1660491580,-1,0,0,224306,6.7,2.8,235776,173.3,2.8,146.7,2.8
1660491581,-1,0,0,224306,206.7,2.8,235776,6.7,2.8,0.0,2.8
1660491582,-1,0,0,224306,0.0,2.8,235776,80.0,2.8,6.7,2.8
1660491583,-1,0,0,224306,200.0,2.8,235776,46.7,2.8,0.0,2.8
1660491584,-1,0,0,224306,66.7,2.8,235776,0.0,2.8,0.0,2.8
1660491585,-1,0,0,224306,160.0,2.8,235776,133.3,2.8,133.3,2.8
